"Tissue","Cell_type","Category","Change","Chromosome","Start","End","Annotation","Gene.ID","Symbol","Correlated_Start","Correlated_End","Correlated_Annotation","Correlated_Gene.ID","Correlated_Symbol","Correlation"
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779070,58779570,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58778368,58778868,"3' UTR",3725,"JUN",0.656454913
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779070,58779570,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58786459,58786959,"Promoter (1-2kb)",101926907,"LOC101926907",0.515697435
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779070,58779570,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",0.600911569
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779070,58779570,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58780294,58780794,"3' UTR",3725,"JUN",0.570317482
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58783967,58784467,"Promoter (<=1kb)",3725,"JUN",0.581458593
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58780294,58780794,"3' UTR",3725,"JUN",0.694854944
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58785755,58786255,"Promoter (<=1kb)",101926907,"LOC101926907",0.581175515
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58779070,58779570,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",0.600911569
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58780846,58781346,"Promoter (2-3kb)",3725,"JUN",0.655724924
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58786459,58786959,"Promoter (1-2kb)",101926907,"LOC101926907",0.540223366
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",58778368,58778868,"3' UTR",3725,"JUN",0.500349258
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58780294,58780794,"3' UTR",3725,"JUN",58779070,58779570,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",0.570317482
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58780294,58780794,"3' UTR",3725,"JUN",58779789,58780289,"Intron (ENST00000678696.1/ENST00000678696.1, intron 1 of 3)",3725,"JUN",0.694854944
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58780294,58780794,"3' UTR",3725,"JUN",58783967,58784467,"Promoter (<=1kb)",3725,"JUN",0.564130204
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58780294,58780794,"3' UTR",3725,"JUN",58786459,58786959,"Promoter (1-2kb)",101926907,"LOC101926907",0.505948121
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58780294,58780794,"3' UTR",3725,"JUN",58780846,58781346,"Promoter (2-3kb)",3725,"JUN",0.547932878
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58780294,58780794,"3' UTR",3725,"JUN",58778368,58778868,"3' UTR",3725,"JUN",0.515593631
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr1",58780294,58780794,"3' UTR",3725,"JUN",58782780,58783280,"Promoter (<=1kb)",3725,"JUN",0.521948536
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75278243,75278743,"Promoter (<=1kb)",2353,"FOS",75285226,75285726,"Distal Intergenic",2353,"FOS",0.53200699
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75278243,75278743,"Promoter (<=1kb)",2353,"FOS",75283826,75284326,"Distal Intergenic",2353,"FOS",0.504365856
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282087,75282587,"Promoter (1-2kb)",2353,"FOS",75285226,75285726,"Distal Intergenic",2353,"FOS",0.534660242
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282087,75282587,"Promoter (1-2kb)",2353,"FOS",75283826,75284326,"Distal Intergenic",2353,"FOS",0.634626288
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282087,75282587,"Promoter (1-2kb)",2353,"FOS",75276875,75277375,"Promoter (1-2kb)",2353,"FOS",0.521973532
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282087,75282587,"Promoter (1-2kb)",2353,"FOS",75281303,75281803,"Promoter (1-2kb)",2353,"FOS",0.549909276
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282087,75282587,"Promoter (1-2kb)",2353,"FOS",75282730,75283230,"Promoter (2-3kb)",2353,"FOS",0.634426909
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282730,75283230,"Promoter (2-3kb)",2353,"FOS",75283826,75284326,"Distal Intergenic",2353,"FOS",0.638259179
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282730,75283230,"Promoter (2-3kb)",2353,"FOS",75281303,75281803,"Promoter (1-2kb)",2353,"FOS",0.513976892
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282730,75283230,"Promoter (2-3kb)",2353,"FOS",75276875,75277375,"Promoter (1-2kb)",2353,"FOS",0.505338967
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75282730,75283230,"Promoter (2-3kb)",2353,"FOS",75282087,75282587,"Promoter (1-2kb)",2353,"FOS",0.634426909
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75281303,75281803,"Promoter (1-2kb)",2353,"FOS",0.597622886
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75282730,75283230,"Promoter (2-3kb)",2353,"FOS",0.638259179
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75277491,75277991,"Promoter (<=1kb)",2353,"FOS",0.517709705
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75276875,75277375,"Promoter (1-2kb)",2353,"FOS",0.582082834
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75282087,75282587,"Promoter (1-2kb)",2353,"FOS",0.634626288
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75279735,75280235,"Promoter (<=1kb)",2353,"FOS",0.510609147
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75278243,75278743,"Promoter (<=1kb)",2353,"FOS",0.504365856
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75258868,75259368,"Intron (ENST00000553510.1/ENST00000553510.1, intron 1 of 1)",2353,"FOS",0.562363667
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75283826,75284326,"Distal Intergenic",2353,"FOS",75285226,75285726,"Distal Intergenic",2353,"FOS",0.536112044
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75285226,75285726,"Distal Intergenic",2353,"FOS",75282087,75282587,"Promoter (1-2kb)",2353,"FOS",0.534660242
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75285226,75285726,"Distal Intergenic",2353,"FOS",75278243,75278743,"Promoter (<=1kb)",2353,"FOS",0.53200699
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75285226,75285726,"Distal Intergenic",2353,"FOS",75283826,75284326,"Distal Intergenic",2353,"FOS",0.536112044
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr14",75286250,75286750,"Distal Intergenic",2353,"FOS",75276875,75277375,"Promoter (1-2kb)",2353,"FOS",0.503506893
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr16",77764807,77765307,"Distal Intergenic",57687,"VAT1L",77764288,77764788,"Distal Intergenic",57687,"VAT1L",0.603274886
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",89345484,89345984,"Distal Intergenic",1848,"DUSP6",89346851,89347351,"3' UTR",1848,"DUSP6",0.527878395
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",89346851,89347351,"3' UTR",1848,"DUSP6",89346193,89346693,"Distal Intergenic",1848,"DUSP6",0.505139139
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",89346851,89347351,"3' UTR",1848,"DUSP6",89345484,89345984,"Distal Intergenic",1848,"DUSP6",0.527878395
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",89346851,89347351,"3' UTR",1848,"DUSP6",89348779,89349279,"Promoter (1-2kb)",1848,"DUSP6",0.549400198
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",89346851,89347351,"3' UTR",1848,"DUSP6",89326608,89327108,"Distal Intergenic",728084,"LINC02458",0.51813166
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109131028,109131528,"Promoter (<=1kb)",32,"ACACB",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",0.554803224
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109131028,109131528,"Promoter (<=1kb)",32,"ACACB",109161055,109161555,"Intron (ENST00000338432.11/32, intron 2 of 52)",32,"ACACB",0.532412633
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109131028,109131528,"Promoter (<=1kb)",32,"ACACB",109115765,109116265,"Promoter (<=1kb)",32,"ACACB",0.565084442
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109131028,109131528,"Promoter (<=1kb)",32,"ACACB",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",0.520679468
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109131028,109131528,"Promoter (<=1kb)",32,"ACACB",109166754,109167254,"5' UTR",32,"ACACB",0.502964739
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109131028,109131528,"Promoter (<=1kb)",32,"ACACB",0.502964739
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109179691,109180191,"5' UTR",32,"ACACB",0.503072448
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109213469,109213969,"Intron (ENST00000338432.11/32, intron 22 of 52)",32,"ACACB",0.507387532
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",0.531338233
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109201417,109201917,"5' UTR",32,"ACACB",0.518425351
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109188120,109188620,"Promoter (2-3kb)",32,"ACACB",0.548912069
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109203414,109203914,"Intron (ENST00000338432.11/32, intron 19 of 52)",32,"ACACB",0.564436066
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109193432,109193932,"Promoter (1-2kb)",32,"ACACB",0.564592286
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109168545,109169045,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",0.535539755
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109166754,109167254,"5' UTR",32,"ACACB",109161055,109161555,"Intron (ENST00000338432.11/32, intron 2 of 52)",32,"ACACB",0.534946487
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109169379,109169879,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109204985,109205485,"Intron (ENST00000338432.11/32, intron 19 of 52)",32,"ACACB",0.540006782
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109169379,109169879,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109179691,109180191,"5' UTR",32,"ACACB",0.513569903
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109169379,109169879,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109194211,109194711,"Promoter (2-3kb)",32,"ACACB",0.502080111
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109169379,109169879,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109211324,109211824,"Intron (ENST00000338432.11/32, intron 21 of 52)",32,"ACACB",0.515573423
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170248,109170748,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",0.620617603
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170248,109170748,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109218506,109219006,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.588635555
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170248,109170748,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109206992,109207492,"Intron (ENST00000338432.11/32, intron 20 of 52)",32,"ACACB",0.563864511
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170248,109170748,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109219832,109220332,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.559664868
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170248,109170748,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109203414,109203914,"Intron (ENST00000338432.11/32, intron 19 of 52)",32,"ACACB",0.511748347
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109203414,109203914,"Intron (ENST00000338432.11/32, intron 19 of 52)",32,"ACACB",0.512688044
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109219095,109219595,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.582956951
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109180460,109180960,"Intron (ENST00000338432.11/32, intron 11 of 52)",32,"ACACB",0.573112184
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",0.5072239
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109218506,109219006,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.552219406
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109219832,109220332,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.54301974
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109131028,109131528,"Promoter (<=1kb)",32,"ACACB",0.520679468
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109201417,109201917,"5' UTR",32,"ACACB",0.55092635
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109171429,109171929,"5' UTR",32,"ACACB",0.559841645
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",109204985,109205485,"Intron (ENST00000338432.11/32, intron 19 of 52)",32,"ACACB",0.533521245
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109221383,109221883,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.549186124
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109178936,109179436,"Promoter (2-3kb)",32,"ACACB",0.518123402
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109212692,109213192,"5' UTR",32,"ACACB",0.526505842
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109218506,109219006,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.589189078
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109170822,109171322,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",0.559841645
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109219832,109220332,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.56597769
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109213469,109213969,"Intron (ENST00000338432.11/32, intron 22 of 52)",32,"ACACB",0.511717441
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",0.517835759
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109168545,109169045,"Intron (ENST00000338432.11/32, intron 4 of 52)",32,"ACACB",0.533027262
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109180460,109180960,"Intron (ENST00000338432.11/32, intron 11 of 52)",32,"ACACB",0.510132176
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109171429,109171929,"5' UTR",32,"ACACB",109204985,109205485,"Intron (ENST00000338432.11/32, intron 19 of 52)",32,"ACACB",0.512658373
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109173144,109173644,"Promoter (2-3kb)",32,"ACACB",109186904,109187404,"Intron (ENST00000338432.11/32, intron 12 of 52)",32,"ACACB",0.524123083
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109173144,109173644,"Promoter (2-3kb)",32,"ACACB",109218506,109219006,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.514369035
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109173144,109173644,"Promoter (2-3kb)",32,"ACACB",109193432,109193932,"Promoter (1-2kb)",32,"ACACB",0.549884835
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109173144,109173644,"Promoter (2-3kb)",32,"ACACB",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",0.596543591
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109173144,109173644,"Promoter (2-3kb)",32,"ACACB",109219832,109220332,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.558041752
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109173144,109173644,"Promoter (2-3kb)",32,"ACACB",109219095,109219595,"Intron (ENST00000338432.11/32, intron 24 of 52)",32,"ACACB",0.520692139
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",109131028,109131528,"Promoter (<=1kb)",32,"ACACB",0.554803224
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",109171429,109171929,"5' UTR",32,"ACACB",0.517835759
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",109223917,109224417,"Intron (ENST00000338432.11/32, intron 27 of 52)",32,"ACACB",0.574431416
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",109222469,109222969,"5' UTR",32,"ACACB",0.507576357
"Adipose-Visceral","Adipocytes","old vs mid","INCREASE","chr12",109178276,109178776,"Promoter (2-3kb)",32,"ACACB",109193432,109193932,"Promoter (1-2kb)",32,"ACACB",0.538314801
